_source_file,_room,_board_number,ns_dd_S,ew_dd_S,ns_dd_H,ew_dd_H,ns_dd_D,ew_dd_D,ns_dd_C,ew_dd_C,ns_dd_N,ew_dd_N,dd_par_level,dd_par_denom,dd_par_declarer_is_ns,dd_par_score
86260.lin,open,8,7,4,7,6,7,6,3,9,8,5,3,4,1,-100
86260.lin,closed,8,7,4,7,6,7,6,3,9,8,5,3,4,1,-100
86260.lin,open,9,6,5,7,5,5,8,9,4,6,7,3,3,1,110
86260.lin,closed,9,6,5,7,5,5,8,9,4,6,7,3,3,1,110
86260.lin,open,10,5,7,8,4,6,7,8,4,7,4,3,1,1,140
86260.lin,closed,10,5,7,8,4,6,7,8,4,7,4,3,1,1,140
86260.lin,open,11,2,10,6,7,3,10,6,7,4,8,4,0,0,-420
86260.lin,closed,11,2,10,6,7,3,10,6,7,4,8,4,0,0,-420
86260.lin,open,12,8,5,10,3,6,7,5,8,6,6,5,3,0,500
86260.lin,closed,12,8,5,10,3,6,7,5,8,6,6,5,3,0,500
86263.lin,open,1,4,8,2,11,7,6,6,7,6,7,4,1,0,-450
86263.lin,closed,1,4,8,2,11,7,6,6,7,6,7,4,1,0,-450
86263.lin,open,2,4,9,8,5,7,6,6,7,6,7,2,0,0,-140
86263.lin,closed,2,4,9,8,5,7,6,6,7,6,7,2,0,0,-140
86263.lin,open,3,5,7,5,7,4,8,4,8,4,8,1,4,0,-120
86263.lin,closed,3,5,7,5,7,4,8,4,8,4,8,1,4,0,-120
86263.lin,open,4,3,10,3,10,4,9,1,12,2,11,6,3,0,-1370
86263.lin,closed,4,3,10,3,10,4,9,1,12,2,11,6,3,0,-1370
86263.lin,open,5,3,10,4,9,3,10,8,5,3,9,4,0,0,-420
86263.lin,closed,5,3,10,4,9,3,10,8,5,3,9,4,0,0,-420
86263.lin,open,6,5,7,5,7,3,10,6,7,5,6,1,2,0,-130
86263.lin,closed,6,5,7,5,7,3,10,6,7,5,6,1,2,0,-130
86263.lin,open,7,6,7,6,7,5,8,8,5,6,6,2,2,0,-90
86263.lin,closed,7,6,7,6,7,5,8,8,5,6,6,2,2,0,-90
86263.lin,open,8,6,6,6,6,4,8,7,6,6,7,1,4,0,-90
86263.lin,closed,8,6,6,6,6,4,8,7,6,6,7,1,4,0,-90
86263.lin,open,9,10,3,6,6,7,5,7,6,9,4,4,0,1,420
86263.lin,closed,9,10,3,6,6,7,5,7,6,9,4,4,0,1,420
86263.lin,open,10,5,7,6,7,6,7,7,5,5,8,1,4,0,-120
86263.lin,closed,10,5,7,6,7,6,7,7,5,5,8,1,4,0,-120
86263.lin,open,11,4,9,5,7,6,6,8,4,6,7,3,0,0,-140
86263.lin,closed,11,4,9,5,7,6,6,8,4,6,7,3,0,0,-140
86263.lin,open,12,6,7,8,5,8,4,6,6,7,6,2,0,0,100
86263.lin,closed,12,6,7,8,5,8,4,6,6,7,6,2,0,0,100
86264.lin,open,1,4,8,2,11,7,6,6,7,6,7,4,1,0,-450
86264.lin,closed,1,4,8,2,11,7,6,6,7,6,7,4,1,0,-450
86264.lin,open,2,4,9,8,5,7,6,6,7,6,7,2,0,0,-140
86264.lin,closed,2,4,9,8,5,7,6,6,7,6,7,2,0,0,-140
86264.lin,open,3,5,7,5,7,4,8,4,8,4,8,1,4,0,-120
86264.lin,closed,3,5,7,5,7,4,8,4,8,4,8,1,4,0,-120
86264.lin,open,4,3,10,3,10,4,9,1,12,2,11,6,3,0,-1370
86264.lin,closed,4,3,10,3,10,4,9,1,12,2,11,6,3,0,-1370
86264.lin,open,5,3,10,4,9,3,10,8,5,3,9,4,0,0,-420
86264.lin,closed,5,3,10,4,9,3,10,8,5,3,9,4,0,0,-420
86264.lin,open,6,5,7,5,7,3,10,6,7,5,6,1,2,0,-130
86264.lin,closed,6,5,7,5,7,3,10,6,7,5,6,1,2,0,-130
86264.lin,open,7,6,7,6,7,5,8,8,5,6,6,2,2,0,-90
86264.lin,closed,7,6,7,6,7,5,8,8,5,6,6,2,2,0,-90
86264.lin,open,8,6,6,6,6,4,8,7,6,6,7,1,4,0,-90
86264.lin,closed,8,6,6,6,6,4,8,7,6,6,7,1,4,0,-90
86264.lin,open,9,10,3,6,6,7,5,7,6,9,4,4,0,1,420
86264.lin,closed,9,10,3,6,6,7,5,7,6,9,4,4,0,1,420
86264.lin,open,10,5,7,6,7,6,7,7,5,5,8,1,4,0,-120
86264.lin,closed,10,5,7,6,7,6,7,7,5,5,8,1,4,0,-120
86264.lin,open,11,4,9,5,7,6,6,8,4,6,7,3,0,0,-140
86264.lin,closed,11,4,9,5,7,6,6,8,4,6,7,3,0,0,-140
86264.lin,open,12,6,7,8,5,8,4,6,6,7,6,2,0,0,100
86264.lin,closed,12,6,7,8,5,8,4,6,6,7,6,2,0,0,100
86265.lin,open,13,7,6,6,7,10,3,9,4,6,6,2,2,1,130
86265.lin,closed,13,7,6,6,7,10,3,9,4,6,6,2,2,1,130
86265.lin,open,14,3,9,5,7,8,5,9,3,8,4,4,4,1,-300
86265.lin,closed,14,3,9,5,7,8,5,9,3,8,4,4,4,1,-300
86265.lin,open,15,8,5,9,4,10,3,7,6,9,4,3,4,1,600
86265.lin,closed,15,8,5,9,4,10,3,7,6,9,4,3,4,1,600
86265.lin,open,16,10,3,10,3,10,3,8,5,10,3,3,4,1,430
86265.lin,closed,16,10,3,10,3,10,3,8,5,10,3,3,4,1,430
86265.lin,open,17,8,5,7,5,6,7,6,7,7,5,2,4,1,120
86265.lin,closed,17,8,5,7,5,6,7,6,7,7,5,2,4,1,120
86265.lin,open,18,6,7,9,4,6,7,5,8,8,5,3,1,1,140
86265.lin,closed,18,6,7,9,4,6,7,5,8,8,5,3,1,1,140
86265.lin,open,19,6,7,8,4,7,6,7,6,8,5,1,4,1,120
86265.lin,closed,19,6,7,8,4,7,6,7,6,8,5,1,4,1,120
86265.lin,open,20,4,8,4,9,5,8,8,5,5,6,2,1,0,-140
86265.lin,closed,20,4,8,4,9,5,8,8,5,5,6,2,1,0,-140
86265.lin,open,21,8,5,8,5,10,2,10,3,9,3,3,4,1,600
86265.lin,closed,21,8,5,8,5,10,2,10,3,9,3,3,4,1,600
86265.lin,open,22,7,6,11,2,8,5,9,4,8,3,4,1,1,450
86265.lin,closed,22,7,6,11,2,8,5,9,4,8,3,4,1,1,450
86265.lin,open,23,9,4,3,9,4,9,7,5,4,7,3,0,1,140
86265.lin,closed,23,9,4,3,9,4,9,7,5,4,7,3,0,1,140
86265.lin,open,24,6,7,5,7,4,9,6,6,5,8,1,4,0,-120
86265.lin,closed,24,6,7,5,7,4,9,6,6,5,8,1,4,0,-120
86267.lin,open,1,8,5,7,6,5,7,5,8,5,6,3,3,0,100
86267.lin,closed,1,8,5,7,6,5,7,5,8,5,6,3,3,0,100
86267.lin,open,2,6,7,5,8,8,5,4,9,5,7,2,1,0,-110
86267.lin,closed,2,6,7,5,8,8,5,4,9,5,7,2,1,0,-110
86267.lin,open,3,11,2,10,2,12,1,7,6,11,2,6,2,1,920
86267.lin,closed,3,11,2,10,2,12,1,7,6,11,2,6,2,1,920
86267.lin,open,4,3,10,4,6,10,1,8,5,3,2,5,2,1,-200
86267.lin,closed,4,3,10,4,6,10,1,8,5,3,2,5,2,1,-200
86267.lin,open,5,8,5,3,9,3,9,2,10,4,7,3,1,0,-140
86267.lin,closed,5,8,5,3,9,3,9,2,10,4,7,3,1,0,-140
86267.lin,open,6,3,10,10,2,4,8,4,9,6,2,5,1,1,-100
86267.lin,closed,6,3,10,10,2,4,8,4,9,6,2,5,1,1,-100
86267.lin,open,7,11,2,5,8,5,8,8,2,7,6,4,0,1,650
86267.lin,closed,7,11,2,5,8,5,8,8,2,7,6,4,0,1,650
86267.lin,open,8,4,8,7,6,6,7,8,5,7,5,2,4,1,-100
86267.lin,closed,8,4,8,7,6,6,7,8,5,7,5,2,4,1,-100
86267.lin,open,9,3,9,6,7,3,10,6,7,4,9,3,4,0,-600
86267.lin,closed,9,3,9,6,7,3,10,6,7,4,9,3,4,0,-600
86267.lin,open,10,9,3,8,5,11,2,11,2,10,2,3,4,1,630
86267.lin,closed,10,9,3,8,5,11,2,11,2,10,2,3,4,1,630
86267.lin,open,11,8,5,3,10,6,7,2,11,3,10,4,4,0,-430
86267.lin,closed,11,8,5,3,10,6,7,2,11,3,10,4,4,0,-430
86267.lin,open,12,7,6,9,4,10,3,5,7,6,6,2,1,1,140
86267.lin,closed,12,7,6,9,4,10,3,5,7,6,6,2,1,1,140
86268.lin,open,1,8,5,7,6,5,7,5,8,5,6,3,3,0,100
86268.lin,closed,1,8,5,7,6,5,7,5,8,5,6,3,3,0,100
86268.lin,open,2,6,7,5,8,8,5,4,9,5,7,2,1,0,-110
86268.lin,closed,2,6,7,5,8,8,5,4,9,5,7,2,1,0,-110
86268.lin,open,3,11,2,10,2,12,1,7,6,11,2,6,2,1,920
86268.lin,closed,3,11,2,10,2,12,1,7,6,11,2,6,2,1,920
86268.lin,open,4,3,10,4,6,10,1,8,5,3,2,5,2,1,-200
86268.lin,closed,4,3,10,4,6,10,1,8,5,3,2,5,2,1,-200
86268.lin,open,5,8,5,3,9,3,9,2,10,4,7,3,1,0,-140
86268.lin,closed,5,8,5,3,9,3,9,2,10,4,7,3,1,0,-140
86268.lin,open,6,3,10,10,2,4,8,4,9,6,2,5,1,1,-100
86268.lin,closed,6,3,10,10,2,4,8,4,9,6,2,5,1,1,-100
86268.lin,open,7,11,2,5,8,5,8,8,2,7,6,4,0,1,650
86268.lin,closed,7,11,2,5,8,5,8,8,2,7,6,4,0,1,650
86268.lin,open,8,4,8,7,6,6,7,8,5,7,5,2,4,1,-100
86268.lin,closed,8,4,8,7,6,6,7,8,5,7,5,2,4,1,-100
86268.lin,open,9,3,9,6,7,3,10,6,7,4,9,3,4,0,-600
86268.lin,closed,9,3,9,6,7,3,10,6,7,4,9,3,4,0,-600
86268.lin,open,10,9,3,8,5,11,2,11,2,10,2,3,4,1,630
86268.lin,closed,10,9,3,8,5,11,2,11,2,10,2,3,4,1,630
86268.lin,open,11,8,5,3,10,6,7,2,11,3,10,4,4,0,-430
86268.lin,closed,11,8,5,3,10,6,7,2,11,3,10,4,4,0,-430
86268.lin,open,12,7,6,9,4,10,3,5,7,6,6,2,1,1,140
86268.lin,closed,12,7,6,9,4,10,3,5,7,6,6,2,1,1,140
86272.lin,open,13,6,6,5,7,2,11,10,3,4,6,6,3,1,-500
86272.lin,closed,13,6,6,5,7,2,11,10,3,4,6,6,3,1,-500
86272.lin,open,14,11,2,11,2,11,1,8,5,10,3,4,0,1,450
86272.lin,closed,14,11,2,11,2,11,1,8,5,10,3,4,0,1,450
86272.lin,open,15,7,6,4,9,4,9,4,9,4,8,2,1,0,-140
86272.lin,closed,15,7,6,4,9,4,9,4,9,4,8,2,1,0,-140
86272.lin,open,16,7,6,9,3,9,3,6,7,8,5,1,1,1,140
86272.lin,closed,16,7,6,9,3,9,3,6,7,8,5,1,1,1,140
86272.lin,open,17,2,11,4,9,2,11,5,8,2,10,4,0,0,-450
86272.lin,closed,17,2,11,4,9,2,11,5,8,2,10,4,0,0,-450
86272.lin,open,18,9,4,5,8,7,5,9,4,7,6,3,0,1,140
86272.lin,closed,18,9,4,5,8,7,5,9,4,7,6,3,0,1,140
86272.lin,open,19,8,5,10,3,5,8,8,5,6,6,4,1,1,420
86272.lin,closed,19,8,5,10,3,5,8,8,5,6,6,4,1,1,420
86272.lin,open,20,7,6,7,6,6,6,3,10,3,7,2,3,0,-130
86272.lin,closed,20,7,6,7,6,6,6,3,10,3,7,2,3,0,-130
86272.lin,open,21,8,5,4,9,4,8,7,5,5,8,3,1,0,-140
86272.lin,closed,21,8,5,4,9,4,8,7,5,5,8,3,1,0,-140
86272.lin,open,22,7,4,8,4,6,7,4,8,7,5,2,1,1,110
86272.lin,closed,22,7,4,8,4,6,7,4,8,7,5,2,1,1,110
86272.lin,open,23,8,5,8,5,6,6,6,6,8,5,1,4,1,120
86272.lin,closed,23,8,5,8,5,6,6,6,6,8,5,1,4,1,120
86272.lin,open,24,4,9,6,6,5,7,4,9,6,7,2,0,0,-140
86272.lin,closed,24,4,9,6,6,5,7,4,9,6,7,2,0,0,-140
86274.lin,open,1,11,1,12,1,10,2,10,2,11,1,6,1,1,980
86274.lin,closed,1,11,1,12,1,10,2,10,2,11,1,6,1,1,980
86274.lin,open,2,12,1,7,5,10,3,9,4,10,3,6,0,1,1430
86274.lin,closed,2,12,1,7,5,10,3,9,4,10,3,6,0,1,1430
86274.lin,open,3,7,5,9,4,4,9,8,5,6,6,3,1,1,140
86274.lin,closed,3,7,5,9,4,4,9,8,5,6,6,3,1,1,140
86274.lin,open,4,4,8,2,11,2,11,2,11,2,11,3,4,0,-660
86274.lin,closed,4,4,8,2,11,2,11,2,11,2,11,3,4,0,-660
86274.lin,open,5,3,10,3,10,4,8,5,8,3,9,4,0,0,-420
86274.lin,closed,5,3,10,3,10,4,8,5,8,3,9,4,0,0,-420
86274.lin,open,6,9,3,4,9,4,8,9,3,8,3,4,4,1,430
86274.lin,closed,6,9,3,4,9,4,8,9,3,8,3,4,4,1,430
86274.lin,open,7,7,5,8,3,5,7,7,6,6,5,1,1,1,140
86274.lin,closed,7,7,5,8,3,5,7,7,6,6,5,1,1,1,140
86274.lin,open,8,7,6,6,6,8,4,5,7,6,6,1,2,1,90
86274.lin,closed,8,7,6,6,6,8,4,5,7,6,6,1,2,1,90
86274.lin,open,9,8,4,7,6,5,8,6,7,8,5,2,4,1,120
86274.lin,closed,9,8,4,7,6,5,8,6,7,8,5,2,4,1,120
86274.lin,open,10,7,6,6,6,10,2,8,4,8,5,2,2,1,130
86274.lin,closed,10,7,6,6,6,10,2,8,4,8,5,2,2,1,130
86275.lin,open,11,8,5,9,3,9,4,5,6,10,3,3,4,1,430
86275.lin,closed,11,8,5,9,3,9,4,5,6,10,3,3,4,1,430
86275.lin,open,12,5,8,5,7,4,8,5,8,4,8,1,4,0,-120
86275.lin,closed,12,5,8,5,7,4,8,5,8,4,8,1,4,0,-120
86275.lin,open,13,4,9,6,6,4,8,7,6,4,8,3,4,0,-600
86275.lin,closed,13,4,9,6,6,4,8,7,6,4,8,3,4,0,-600
86275.lin,open,14,4,8,3,9,4,9,3,10,3,10,3,4,0,-430
86275.lin,closed,14,4,8,3,9,4,9,3,10,3,10,3,4,0,-430
86275.lin,open,15,1,12,4,9,4,9,2,11,2,11,6,0,0,-980
86275.lin,closed,15,1,12,4,9,4,9,2,11,2,11,6,0,0,-980
86275.lin,open,16,4,9,7,6,6,6,4,8,4,9,4,1,1,-500
86275.lin,closed,16,4,9,7,6,6,6,4,8,4,9,4,1,1,-500
86275.lin,open,17,10,2,9,4,10,2,11,2,11,2,3,4,1,460
86275.lin,closed,17,10,2,9,4,10,2,11,2,11,2,3,4,1,460
86275.lin,open,18,9,4,8,5,6,7,10,3,10,3,4,4,1,630
86275.lin,closed,18,9,4,8,5,6,7,10,3,10,3,4,4,1,630
86275.lin,open,19,11,1,12,1,13,0,9,4,13,0,7,4,1,1520
86275.lin,closed,19,11,1,12,1,13,0,9,4,13,0,7,4,1,1520
86275.lin,open,20,5,7,2,10,3,10,4,9,4,9,4,1,0,-620
86275.lin,closed,20,5,7,2,10,3,10,4,9,4,9,4,1,0,-620
86276.lin,open,25,9,3,6,6,10,3,10,2,11,2,3,4,1,460
86276.lin,closed,25,9,3,6,6,10,3,10,2,11,2,3,4,1,460
86276.lin,open,26,8,5,9,4,11,2,11,2,9,2,3,4,1,600
86276.lin,closed,26,8,5,9,4,11,2,11,2,9,2,3,4,1,600
86276.lin,open,27,8,4,3,8,7,6,7,6,7,6,3,1,0,100
86276.lin,closed,27,8,4,3,8,7,6,7,6,7,6,3,1,0,100
86276.lin,open,28,5,7,2,8,2,10,6,6,2,9,3,4,0,-400
86276.lin,closed,28,5,7,2,8,2,10,6,6,2,9,3,4,0,-400
86276.lin,open,29,12,1,8,5,12,1,11,2,12,1,6,4,1,1440
86276.lin,closed,29,12,1,8,5,12,1,11,2,12,1,6,4,1,1440
86276.lin,open,30,8,5,7,6,8,4,7,5,8,5,1,4,1,120
86276.lin,closed,30,8,5,7,6,8,4,7,5,8,5,1,4,1,120
86276.lin,open,31,4,9,10,2,5,7,10,3,5,3,4,0,0,100
86276.lin,closed,31,4,9,10,2,5,7,10,3,5,3,4,0,0,100
86276.lin,open,32,7,6,5,8,6,7,7,6,7,6,2,4,1,-100
86276.lin,closed,32,7,6,5,8,6,7,7,6,7,6,2,4,1,-100
86276.lin,open,33,7,6,1,12,6,6,0,12,4,8,6,1,0,-980
86276.lin,closed,33,7,6,1,12,6,6,0,12,4,8,6,1,0,-980
86276.lin,open,34,8,5,8,4,3,9,7,6,5,5,3,2,0,-110
86276.lin,closed,34,8,5,8,4,3,9,7,6,5,5,3,2,0,-110
86276.lin,open,35,8,5,7,6,4,8,12,1,8,5,6,3,1,920
86276.lin,closed,35,8,5,7,6,4,8,12,1,8,5,6,3,1,920
86276.lin,open,36,6,7,5,8,2,11,4,8,2,11,3,4,0,-660
86276.lin,closed,36,6,7,5,8,2,11,4,8,2,11,3,4,0,-660
86277.lin,open,21,5,7,12,1,5,8,12,1,12,1,7,2,0,1100
86277.lin,closed,21,5,7,12,1,5,8,12,1,12,1,7,2,0,1100
86277.lin,open,22,6,6,8,5,8,5,6,6,6,7,2,1,1,110
86277.lin,closed,22,6,6,8,5,8,5,6,6,6,7,2,1,1,110
86277.lin,open,23,4,9,2,11,3,10,4,8,4,9,4,1,0,-650
86277.lin,closed,23,4,9,2,11,3,10,4,8,4,9,4,1,0,-650
86277.lin,open,24,5,7,7,6,7,6,5,7,6,6,1,0,0,-80
86277.lin,closed,24,5,7,7,6,7,6,5,7,6,6,1,0,0,-80
86277.lin,open,25,10,3,6,6,10,3,6,6,8,4,4,0,1,420
86277.lin,closed,25,10,3,6,6,10,3,6,6,8,4,4,0,1,420
86277.lin,open,26,3,10,3,10,6,7,3,10,3,10,3,4,0,-630
86277.lin,closed,26,3,10,3,10,6,7,3,10,3,10,3,4,0,-630
86277.lin,open,27,8,5,7,6,8,5,6,7,7,6,2,0,1,110
86277.lin,closed,27,8,5,7,6,8,5,6,7,7,6,2,0,1,110
86277.lin,open,28,2,11,4,8,8,5,5,7,4,9,4,0,0,-450
86277.lin,closed,28,2,11,4,8,8,5,5,7,4,9,4,0,0,-450
86277.lin,open,29,7,6,7,6,6,7,7,6,8,5,1,4,1,120
86277.lin,closed,29,7,6,7,6,6,7,7,6,8,5,1,4,1,120
86277.lin,open,30,5,8,4,9,1,12,1,12,2,10,6,2,0,-920
86277.lin,closed,30,5,8,4,9,1,12,1,12,2,10,6,2,0,-920
86278.lin,open,1,6,7,4,8,7,5,4,8,4,8,2,1,0,-140
86278.lin,closed,1,6,7,4,8,7,5,4,8,4,8,2,1,0,-140
86278.lin,open,2,5,7,3,10,7,6,3,10,4,8,4,1,0,-420
86278.lin,closed,2,5,7,3,10,7,6,3,10,4,8,4,1,0,-420
86278.lin,open,3,7,5,11,2,10,3,13,0,9,4,7,3,1,1440
86278.lin,closed,3,7,5,11,2,10,3,13,0,9,4,7,3,1,1440
86278.lin,open,4,6,7,6,6,5,8,10,3,9,4,4,2,0,500
86278.lin,closed,4,6,7,6,6,5,8,10,3,9,4,4,2,0,500
86278.lin,open,5,5,7,9,3,5,7,7,5,5,5,3,1,1,140
86278.lin,closed,5,5,7,9,3,5,7,7,5,5,5,3,1,1,140
86278.lin,open,6,1,12,4,9,1,12,4,9,1,12,6,4,0,-1440
86278.lin,closed,6,1,12,4,9,1,12,4,9,1,12,6,4,0,-1440
86278.lin,open,7,1,11,8,5,1,12,5,8,1,11,6,1,1,-1100
86278.lin,closed,7,1,11,8,5,1,12,5,8,1,11,6,1,1,-1100
86278.lin,open,8,13,0,11,2,8,5,13,0,13,0,7,4,1,1520
86278.lin,closed,8,13,0,11,2,8,5,13,0,13,0,7,4,1,1520
86278.lin,open,9,6,7,5,8,2,11,2,11,2,10,3,4,0,-630
86278.lin,closed,9,6,7,5,8,2,11,2,11,2,10,3,4,0,-630
86278.lin,open,10,6,7,4,7,3,9,3,10,3,10,3,4,0,-630
86278.lin,closed,10,6,7,4,7,3,9,3,10,3,10,3,4,0,-630
86278.lin,open,11,7,6,2,10,8,5,2,10,4,7,4,1,0,-420
86278.lin,closed,11,7,6,2,10,8,5,2,10,4,7,4,1,0,-420
86278.lin,open,12,3,10,3,10,3,10,5,8,4,9,4,0,0,-420
86278.lin,closed,12,3,10,3,10,3,10,5,8,4,9,4,0,0,-420
86279.lin,open,1,9,3,4,8,4,9,9,4,7,6,4,2,0,100
86279.lin,closed,1,9,3,4,8,4,9,9,4,7,6,4,2,0,100
86279.lin,open,2,10,2,10,2,4,9,4,7,7,6,5,2,0,300
86279.lin,closed,2,10,2,10,2,4,9,4,7,7,6,5,2,0,300
86279.lin,open,3,3,10,4,9,4,8,4,9,4,9,4,0,0,-620
86279.lin,closed,3,3,10,4,9,4,8,4,9,4,9,4,0,0,-620
86279.lin,open,4,1,11,3,10,2,10,8,5,4,5,7,3,1,-1400
86279.lin,closed,4,1,11,3,10,2,10,8,5,4,5,7,3,1,-1400
86279.lin,open,5,5,7,8,5,9,4,6,7,6,6,3,2,1,110
86279.lin,closed,5,5,7,8,5,9,4,6,7,6,6,3,2,1,110
86279.lin,open,6,10,2,10,3,2,11,6,7,4,3,5,0,1,-100
86279.lin,closed,6,10,2,10,3,2,11,6,7,4,3,5,0,1,-100
86279.lin,open,7,12,1,12,1,7,5,7,6,11,1,6,4,1,1440
86279.lin,closed,7,12,1,12,1,7,5,7,6,11,1,6,4,1,1440
86279.lin,open,8,4,9,3,10,2,11,3,10,2,11,3,4,0,-460
86279.lin,closed,8,4,9,3,10,2,11,3,10,2,11,3,4,0,-460
86279.lin,open,9,6,6,8,5,8,4,8,5,7,5,1,1,1,110
86279.lin,closed,9,6,6,8,5,8,4,8,5,7,5,1,1,1,110
86279.lin,open,10,8,5,6,7,11,2,12,1,12,1,6,4,1,1440
86279.lin,closed,10,8,5,6,7,11,2,12,1,12,1,6,4,1,1440
86280.lin,open,11,10,2,10,2,11,1,4,9,8,3,5,2,1,400
86280.lin,closed,11,10,2,10,2,11,1,4,9,8,3,5,2,1,400
86280.lin,open,12,3,9,5,8,5,8,3,10,3,9,3,4,0,-430
86280.lin,closed,12,3,9,5,8,5,8,3,10,3,9,3,4,0,-430
86280.lin,open,13,2,11,1,12,1,12,1,12,1,12,6,4,0,-1440
86280.lin,open,14,8,5,5,8,7,5,6,6,5,8,3,0,1,-100
86280.lin,open,15,10,3,11,2,12,1,9,4,11,2,6,2,1,1370
86280.lin,closed,15,10,3,11,2,12,1,9,4,11,2,6,2,1,1370
86280.lin,open,16,2,11,2,11,6,7,4,8,2,9,4,0,0,-650
86280.lin,closed,16,2,11,2,11,6,7,4,8,2,9,4,0,0,-650
86280.lin,open,17,2,11,3,9,1,12,7,6,3,10,6,2,0,-920
86280.lin,closed,17,2,11,3,9,1,12,7,6,3,10,6,2,0,-920
86280.lin,open,18,9,3,11,2,8,5,7,6,11,2,3,4,1,660
86280.lin,closed,18,9,3,11,2,8,5,7,6,11,2,3,4,1,660
86280.lin,open,19,5,7,3,10,3,10,6,6,4,9,3,4,0,-630
86280.lin,closed,19,5,7,3,10,3,10,6,6,4,9,3,4,0,-630
86280.lin,open,20,6,7,7,6,8,4,6,7,6,7,2,2,1,90
86280.lin,closed,20,6,7,7,6,8,4,6,7,6,7,2,2,1,90
86281.lin,open,21,6,7,7,6,8,5,8,5,8,5,2,4,1,120
86281.lin,closed,21,6,7,7,6,8,5,8,5,8,5,2,4,1,120
86281.lin,open,22,6,5,11,0,4,6,3,9,3,5,4,1,1,450
86281.lin,closed,22,6,5,11,0,4,6,3,9,3,5,4,1,1,450
86281.lin,open,23,11,2,9,3,8,4,7,6,11,2,3,4,1,660
86281.lin,closed,23,11,2,9,3,8,4,7,6,11,2,3,4,1,660
86281.lin,open,24,8,5,7,6,7,6,2,9,5,6,3,0,1,-100
86281.lin,closed,24,8,5,7,6,7,6,2,9,5,6,3,0,1,-100
86281.lin,open,25,9,4,9,3,5,7,3,9,6,6,3,0,1,140
86281.lin,closed,25,9,4,9,3,5,7,3,9,6,6,3,0,1,140
86281.lin,open,26,12,0,4,8,4,7,12,1,7,2,7,1,0,1400
86281.lin,closed,26,12,0,4,8,4,7,12,1,7,2,7,1,0,1400
86281.lin,open,27,4,8,4,8,3,9,6,7,4,8,1,4,0,-120
86281.lin,closed,27,4,8,4,8,3,9,6,7,4,8,1,4,0,-120
86281.lin,open,28,5,7,5,8,6,6,4,8,6,7,1,1,0,-110
86281.lin,closed,28,5,7,5,8,6,6,4,8,6,7,1,1,0,-110
86281.lin,open,29,8,4,12,1,5,7,7,5,10,2,6,1,1,1430
86281.lin,closed,29,8,4,12,1,5,7,7,5,10,2,6,1,1,1430
86281.lin,open,30,4,9,4,9,9,4,7,7,8,5,3,4,1,-100
86281.lin,closed,30,4,9,4,9,9,4,7,7,8,5,3,4,1,-100
86282.lin,open,1,9,4,9,4,7,6,9,4,7,6,2,0,1,140
86282.lin,closed,1,9,4,9,4,7,6,9,4,7,6,2,0,1,140
86282.lin,open,2,11,1,7,5,10,1,5,8,6,1,5,4,1,660
86282.lin,closed,2,11,1,7,5,10,1,5,8,6,1,5,4,1,660
86282.lin,open,3,5,7,9,3,10,3,11,2,7,5,5,3,1,400
86282.lin,closed,3,5,7,9,3,10,3,11,2,7,5,5,3,1,400
86282.lin,open,4,5,7,8,5,7,6,10,2,7,4,3,4,1,600
86282.lin,closed,4,5,7,8,5,7,6,10,2,7,4,3,4,1,600
86282.lin,open,5,5,7,7,6,5,8,6,6,6,7,1,4,0,-90
86282.lin,closed,5,5,7,7,6,5,8,6,6,6,7,1,4,0,-90
86282.lin,open,6,9,4,10,3,9,4,6,6,8,5,4,1,1,420
86282.lin,closed,6,9,4,10,3,9,4,6,6,8,5,4,1,1,420
86282.lin,open,7,7,6,7,6,8,5,8,5,7,6,1,4,1,90
86282.lin,closed,7,7,6,7,6,8,5,8,5,7,6,1,4,1,90
86282.lin,open,8,6,7,6,7,4,9,7,6,4,9,3,4,0,-400
86282.lin,closed,8,6,7,6,7,4,9,7,6,4,9,3,4,0,-400
86282.lin,open,9,7,6,6,7,4,8,5,7,7,6,2,2,0,-90
86282.lin,closed,9,7,6,6,7,4,8,5,7,7,6,2,2,0,-90
86282.lin,open,10,3,9,3,10,8,3,9,4,4,6,5,3,1,-500
86282.lin,closed,10,3,9,3,10,8,3,9,4,4,6,5,3,1,-500
86283.lin,open,1,7,6,5,8,9,4,7,5,7,5,3,1,0,100
86283.lin,closed,1,7,6,5,8,9,4,7,5,7,5,3,1,0,100
86283.lin,open,2,4,8,4,9,4,9,6,7,4,9,3,4,0,-400
86283.lin,closed,2,4,8,4,9,4,9,6,7,4,9,3,4,0,-400
86283.lin,open,3,10,2,4,9,5,2,9,4,8,2,4,0,1,420
86283.lin,closed,3,10,2,4,9,5,2,9,4,8,2,4,0,1,420
86283.lin,open,4,8,4,10,3,7,6,8,5,10,3,3,4,1,630
86283.lin,closed,4,8,4,10,3,7,6,8,5,10,3,3,4,1,630
86283.lin,open,5,8,5,6,7,6,7,8,4,7,5,2,0,1,110
86283.lin,closed,5,8,5,6,7,6,7,8,4,7,5,2,0,1,110
86283.lin,open,6,7,6,5,7,7,5,7,6,6,7,1,4,0,-90
86283.lin,closed,6,7,6,5,7,7,5,7,6,6,7,1,4,0,-90
86283.lin,open,7,3,9,1,11,4,9,4,9,4,9,4,1,0,-650
86283.lin,closed,7,3,9,1,11,4,9,4,9,4,9,4,1,0,-650
