_source_file,_room,_board_number,ns_dd_S,ew_dd_S,ns_dd_H,ew_dd_H,ns_dd_D,ew_dd_D,ns_dd_C,ew_dd_C,ns_dd_N,ew_dd_N,dd_par_level,dd_par_denom,dd_par_declarer_is_ns,dd_par_score
85826.lin,open,27,7,4,5,7,6,7,7,6,8,4,2,4,1,120
85826.lin,closed,27,7,4,5,7,6,7,7,6,8,4,2,4,1,120
85826.lin,open,28,5,7,6,6,5,8,4,9,4,8,1,4,0,-120
85826.lin,closed,28,5,7,6,6,5,8,4,9,4,8,1,4,0,-120
85826.lin,open,29,6,7,5,8,4,9,4,9,4,8,1,4,0,-120
85826.lin,closed,29,6,7,5,8,4,9,4,9,4,8,1,4,0,-120
85826.lin,open,30,3,10,5,8,5,8,3,9,4,8,4,0,0,-420
85826.lin,closed,30,3,10,5,8,5,8,3,9,4,8,4,0,0,-420
85826.lin,open,31,7,6,5,7,1,11,5,8,1,11,3,4,0,-460
85826.lin,closed,31,7,6,5,7,1,11,5,8,1,11,3,4,0,-460
85826.lin,open,32,5,8,6,7,5,8,7,4,6,7,2,0,0,-110
85826.lin,closed,32,5,8,6,7,5,8,7,4,6,7,2,0,0,-110
85827.lin,open,1,9,4,9,4,7,5,10,3,10,3,3,4,1,430
85827.lin,closed,1,9,4,9,4,7,5,10,3,10,3,3,4,1,430
85827.lin,open,2,11,2,7,5,10,2,8,5,10,2,4,0,1,650
85827.lin,closed,2,11,2,7,5,10,2,8,5,10,2,4,0,1,650
85827.lin,open,3,5,8,9,3,7,5,9,3,6,5,3,1,1,140
85827.lin,closed,3,5,8,9,3,7,5,9,3,6,5,3,1,1,140
85827.lin,open,4,9,4,8,5,4,9,8,5,5,7,3,0,1,140
85827.lin,closed,4,9,4,8,5,4,9,8,5,5,7,3,0,1,140
85827.lin,open,5,3,10,0,12,0,12,6,7,0,12,6,4,0,-990
85827.lin,closed,5,3,10,0,12,0,12,6,7,0,12,6,4,0,-990
85827.lin,open,6,8,4,7,6,5,7,4,9,5,7,3,0,1,-100
85827.lin,closed,6,8,4,7,6,5,7,4,9,5,7,3,0,1,-100
85827.lin,open,7,1,12,1,9,4,9,4,8,1,9,6,0,0,-1430
85827.lin,closed,7,1,12,1,9,4,9,4,8,1,9,6,0,0,-1430
85827.lin,open,8,9,4,10,2,8,5,10,3,8,5,4,1,1,420
85827.lin,closed,8,9,4,10,2,8,5,10,3,8,5,4,1,1,420
85828.lin,open,9,6,7,1,11,6,7,4,8,3,10,4,1,0,-650
85828.lin,closed,9,6,7,1,11,6,7,4,8,3,10,4,1,0,-650
85828.lin,open,10,12,1,11,2,7,5,10,3,9,2,6,0,1,1430
85828.lin,closed,10,12,1,11,2,7,5,10,3,9,2,6,0,1,1430
85828.lin,open,11,7,6,4,8,4,9,7,6,4,8,2,4,0,-120
85828.lin,closed,11,7,6,4,8,4,9,7,6,4,8,2,4,0,-120
85828.lin,open,12,8,5,8,4,7,6,4,8,6,7,3,1,1,140
85828.lin,closed,12,8,5,8,4,7,6,4,8,6,7,3,1,1,140
85828.lin,open,13,6,6,8,5,7,6,7,6,6,7,2,1,1,110
85828.lin,closed,13,6,6,8,5,7,6,7,6,6,7,2,1,1,110
85828.lin,open,14,10,3,7,6,5,8,8,5,7,5,4,0,1,420
85828.lin,closed,14,10,3,7,6,5,8,8,5,7,5,4,0,1,420
85828.lin,open,15,7,6,8,5,9,4,6,7,6,6,2,1,1,110
85828.lin,closed,15,7,6,8,5,9,4,6,7,6,6,2,1,1,110
85828.lin,open,16,7,6,3,9,9,4,2,11,5,7,5,2,1,-300
85828.lin,closed,16,7,6,3,9,9,4,2,11,5,7,5,2,1,-300
85829.lin,open,17,4,9,7,5,4,8,4,9,5,7,2,0,0,-140
85829.lin,closed,17,4,9,7,5,4,8,4,9,5,7,2,0,0,-140
85829.lin,open,18,12,1,11,2,10,2,10,3,12,1,6,4,1,1440
85829.lin,closed,18,12,1,11,2,10,2,10,3,12,1,6,4,1,1440
85829.lin,open,19,11,2,11,2,10,3,7,6,9,2,4,0,1,450
85829.lin,closed,19,11,2,11,2,10,3,7,6,9,2,4,0,1,450
85829.lin,open,20,10,3,3,10,5,7,9,3,7,6,5,1,0,200
85829.lin,closed,20,10,3,3,10,5,7,9,3,7,6,5,1,0,200
85829.lin,open,21,5,8,9,3,6,6,5,8,8,4,3,0,0,100
85829.lin,closed,21,5,8,9,3,6,6,5,8,8,4,3,0,0,100
85829.lin,open,22,5,8,5,8,4,8,6,7,6,7,2,0,0,-110
85829.lin,closed,22,5,8,5,8,4,8,6,7,6,7,2,0,0,-110
85829.lin,open,23,9,3,10,2,7,6,8,5,8,3,4,1,1,620
85829.lin,closed,23,9,3,10,2,7,6,8,5,8,3,4,1,1,620
85829.lin,open,24,8,5,3,10,3,9,4,9,7,6,4,0,1,-300
85829.lin,closed,24,8,5,3,10,3,9,4,9,7,6,4,0,1,-300
85830.lin,open,25,10,3,11,2,12,1,10,3,12,1,6,4,1,990
85830.lin,closed,25,10,3,11,2,12,1,10,3,12,1,6,4,1,990
85830.lin,open,26,9,4,10,3,7,5,11,2,9,3,4,1,1,620
85830.lin,closed,26,9,4,10,3,7,5,11,2,9,3,4,1,1,620
85830.lin,open,27,2,11,5,8,8,5,1,11,1,10,4,0,0,-450
85830.lin,closed,27,2,11,5,8,8,5,1,11,1,10,4,0,0,-450
85830.lin,open,28,7,5,13,0,12,1,7,6,12,1,7,0,0,2000
85830.lin,closed,28,7,5,13,0,12,1,7,6,12,1,7,0,0,2000
85830.lin,open,29,8,3,9,3,5,8,10,3,9,3,4,2,0,500
85830.lin,closed,29,8,3,9,3,5,8,10,3,9,3,4,2,0,500
85830.lin,open,30,9,4,7,5,8,5,8,5,8,5,1,0,1,140
85830.lin,closed,30,9,4,7,5,8,5,8,5,8,5,1,0,1,140
85830.lin,open,31,10,3,4,9,11,1,11,2,6,2,5,1,0,300
85830.lin,closed,31,10,3,4,9,11,1,11,2,6,2,5,1,0,300
85830.lin,open,32,5,7,2,11,3,10,3,10,3,9,4,1,0,-650
85830.lin,closed,32,5,7,2,11,3,10,3,10,3,9,4,1,0,-650
86244.lin,open,17,5,8,7,4,4,8,5,8,5,5,2,0,0,-110
86244.lin,open,18,6,7,7,5,5,7,7,6,5,6,1,4,0,-90
86244.lin,closed,18,6,7,7,5,5,7,7,6,5,6,1,4,0,-90
86244.lin,open,19,5,8,8,5,6,7,4,8,6,7,3,1,1,-100
86244.lin,closed,19,5,8,8,5,6,7,4,8,6,7,3,1,1,-100
86244.lin,open,20,3,10,3,10,3,10,3,10,2,11,3,4,0,-660
86244.lin,closed,20,3,10,3,10,3,10,3,10,2,11,3,4,0,-660
86244.lin,open,21,0,12,7,6,1,12,7,5,1,8,6,0,0,-980
86244.lin,closed,21,0,12,7,6,1,12,7,5,1,8,6,0,0,-980
86244.lin,open,22,3,10,7,6,4,8,6,6,4,7,4,0,0,-620
86244.lin,closed,22,3,10,7,6,4,8,6,6,4,7,4,0,0,-620
86244.lin,open,23,8,5,3,9,8,5,3,9,4,6,3,1,0,-140
86244.lin,closed,23,8,5,3,9,8,5,3,9,4,6,3,1,0,-140
86244.lin,open,24,7,6,4,9,6,7,5,8,5,8,3,1,0,-140
86244.lin,closed,24,7,6,4,9,6,7,5,8,5,8,3,1,0,-140
86245.lin,open,25,5,7,5,7,8,5,5,8,7,6,2,2,1,90
86245.lin,closed,25,5,7,5,7,8,5,5,8,7,6,2,2,1,90
86245.lin,open,26,5,7,9,2,5,7,8,3,8,5,2,1,1,140
86245.lin,closed,26,5,7,9,2,5,7,8,3,8,5,2,1,1,140
86245.lin,open,27,8,4,4,9,10,3,8,5,10,3,5,1,0,300
86245.lin,closed,27,8,4,4,9,10,3,8,5,10,3,5,1,0,300
86245.lin,open,28,5,7,2,11,4,9,4,8,3,10,4,1,0,-450
86245.lin,closed,28,5,7,2,11,4,9,4,8,3,10,4,1,0,-450
86245.lin,open,29,11,2,9,3,6,7,8,4,11,2,3,4,1,660
86245.lin,closed,29,11,2,9,3,6,7,8,4,11,2,3,4,1,660
86245.lin,open,30,6,7,10,3,4,9,3,10,5,6,5,3,0,100
86245.lin,closed,30,6,7,10,3,4,9,3,10,5,6,5,3,0,100
86245.lin,open,31,8,5,7,5,10,3,7,6,9,3,3,4,1,630
86245.lin,closed,31,8,5,7,5,10,3,7,6,9,3,3,4,1,630
86245.lin,open,32,5,8,9,4,4,9,2,10,3,10,5,1,1,-300
86245.lin,closed,32,5,8,9,4,4,9,2,10,3,10,5,1,1,-300
86246.lin,open,25,6,7,10,2,11,2,6,6,10,2,3,4,1,430
86246.lin,closed,25,6,7,10,2,11,2,6,6,10,2,3,4,1,430
86246.lin,open,26,9,4,9,4,10,3,10,3,10,3,3,4,1,630
86246.lin,closed,26,9,4,9,4,10,3,10,3,10,3,3,4,1,630
86246.lin,open,27,8,5,9,3,5,7,5,8,7,4,3,1,1,140
86246.lin,closed,27,8,5,9,3,5,7,5,8,7,4,3,1,1,140
86246.lin,open,28,5,8,1,12,6,6,1,11,3,7,6,1,0,-980
86246.lin,closed,28,5,8,1,12,6,6,1,11,3,7,6,1,0,-980
86246.lin,open,29,3,10,3,10,1,12,1,12,1,12,6,4,0,-1440
86246.lin,closed,29,3,10,3,10,1,12,1,12,1,12,6,4,0,-1440
86246.lin,open,30,8,3,8,3,0,9,1,12,1,12,6,4,0,-990
86246.lin,closed,30,8,3,8,3,0,9,1,12,1,12,6,4,0,-990
86246.lin,open,31,8,5,11,2,11,2,7,5,10,3,4,1,1,650
86246.lin,closed,31,8,5,11,2,11,2,7,5,10,3,4,1,1,650
86246.lin,open,32,7,6,5,8,1,11,4,9,1,11,4,4,0,-660
86246.lin,closed,32,7,6,5,8,1,11,4,9,1,11,4,4,0,-660
86248.lin,open,1,9,4,3,9,4,9,8,4,5,7,4,1,0,100
86248.lin,closed,1,9,4,3,9,4,9,8,4,5,7,4,1,0,100
86248.lin,open,2,7,6,7,5,11,2,10,3,10,2,3,4,1,630
86248.lin,closed,2,7,6,7,5,11,2,10,3,10,2,3,4,1,630
86248.lin,open,3,6,7,8,5,7,6,8,5,8,5,1,4,1,120
86248.lin,closed,3,6,7,8,5,7,6,8,5,8,5,1,4,1,120
86248.lin,open,4,6,7,10,2,9,3,5,7,4,5,4,1,1,620
86248.lin,closed,4,6,7,10,2,9,3,5,7,4,5,4,1,1,620
86248.lin,open,5,4,8,3,9,9,3,3,10,9,4,4,3,0,-130
86248.lin,closed,5,4,8,3,9,9,3,3,10,9,4,4,3,0,-130
86248.lin,open,6,9,3,3,10,9,4,7,6,4,9,4,0,1,-100
86248.lin,closed,6,9,3,3,10,9,4,7,6,4,9,4,0,1,-100
86248.lin,open,7,2,11,5,8,2,10,6,6,2,9,4,0,0,-650
86248.lin,closed,7,2,11,5,8,2,10,6,6,2,9,4,0,0,-650
86248.lin,open,8,1,12,1,11,6,7,3,9,2,10,6,0,0,-980
86248.lin,closed,8,1,12,1,11,6,7,3,9,2,10,6,0,0,-980
86248.lin,open,9,5,7,5,8,7,5,7,5,7,6,2,4,1,-100
86248.lin,closed,9,5,7,5,8,7,5,7,5,7,6,2,4,1,-100
86248.lin,open,10,6,7,4,9,7,5,8,4,7,5,2,1,0,-140
86248.lin,closed,10,6,7,4,9,7,5,8,4,7,5,2,1,0,-140
86248.lin,open,11,2,11,7,6,7,6,5,7,5,5,4,0,0,-450
86248.lin,closed,11,2,11,7,6,7,6,5,7,5,5,4,0,0,-450
86248.lin,open,12,8,4,9,3,8,4,5,7,8,5,2,1,1,140
86248.lin,closed,12,8,4,9,3,8,4,5,7,8,5,2,1,1,140
86248.lin,open,13,6,7,4,8,8,5,6,6,6,7,2,1,0,-140
86248.lin,closed,13,6,7,4,8,8,5,6,6,6,7,2,1,0,-140
86248.lin,open,14,5,8,9,4,8,4,3,10,5,8,4,1,1,-100
86248.lin,closed,14,5,8,9,4,8,4,3,10,5,8,4,1,1,-100
86249.lin,open,15,7,5,8,5,7,6,5,8,7,6,3,3,0,100
86249.lin,closed,15,7,5,8,5,7,6,5,8,7,6,3,3,0,100
86249.lin,open,16,4,8,6,5,10,2,7,6,10,3,3,4,1,430
86249.lin,closed,16,4,8,6,5,10,2,7,6,10,3,3,4,1,430
86249.lin,open,17,6,6,7,5,4,9,5,7,4,8,3,4,0,-400
86249.lin,closed,17,6,6,7,5,4,9,5,7,4,8,3,4,0,-400
86249.lin,open,18,2,10,6,6,3,10,6,5,2,10,3,4,0,-460
86249.lin,closed,18,2,10,6,6,3,10,6,5,2,10,3,4,0,-460
86249.lin,open,19,4,8,3,10,5,7,2,10,3,10,3,4,0,-630
86249.lin,closed,19,4,8,3,10,5,7,2,10,3,10,3,4,0,-630
86249.lin,open,20,5,7,6,7,2,9,6,7,6,6,1,2,0,-110
86249.lin,closed,20,5,7,6,7,2,9,6,7,6,6,1,2,0,-110
86249.lin,open,21,6,7,6,7,8,5,6,7,7,5,1,4,1,90
86249.lin,closed,21,6,7,6,7,8,5,6,7,7,5,1,4,1,90
86249.lin,open,22,4,8,5,7,7,4,2,9,5,8,2,4,0,-120
86249.lin,closed,22,4,8,5,7,7,4,2,9,5,8,2,4,0,-120
86249.lin,open,23,6,5,9,4,5,7,7,6,6,6,2,1,1,140
86249.lin,closed,23,6,5,9,4,5,7,7,6,6,6,2,1,1,140
86249.lin,open,24,6,7,4,9,6,7,9,4,7,6,4,3,1,-100
86249.lin,closed,24,6,7,4,9,6,7,9,4,7,6,4,3,1,-100
86249.lin,open,25,7,6,7,6,7,5,7,6,7,6,1,4,1,90
86249.lin,closed,25,7,6,7,6,7,5,7,6,7,6,1,4,1,90
86249.lin,open,26,2,10,2,11,6,7,7,4,2,10,4,1,0,-650
86249.lin,closed,26,2,10,2,11,6,7,7,4,2,10,4,1,0,-650
86249.lin,open,27,10,3,4,9,9,4,6,6,6,6,5,1,0,300
86249.lin,closed,27,10,3,4,9,9,4,6,6,6,6,5,1,0,300
86249.lin,open,28,3,10,8,5,4,9,6,7,4,7,4,0,0,-420
86249.lin,closed,28,3,10,8,5,4,9,6,7,4,7,4,0,0,-420
86250.lin,open,1,11,2,12,1,10,3,7,6,8,2,6,1,1,980
86250.lin,closed,1,11,2,12,1,10,3,7,6,8,2,6,1,1,980
86250.lin,open,2,6,7,9,3,9,3,7,5,7,5,3,1,1,140
86250.lin,open,3,9,3,2,9,2,10,7,5,5,4,4,0,1,-100
86250.lin,open,4,5,8,3,9,3,10,5,8,4,8,1,1,0,-140
86250.lin,closed,4,5,8,3,9,3,10,5,8,4,8,1,1,0,-140
86250.lin,open,5,6,5,9,4,4,9,3,9,4,9,4,1,1,-200
86250.lin,closed,5,6,5,9,4,4,9,3,9,4,9,4,1,1,-200
86250.lin,open,6,3,10,7,6,3,10,8,5,6,7,5,3,1,-500
86250.lin,closed,6,3,10,7,6,3,10,8,5,6,7,5,3,1,-500
86250.lin,open,7,5,8,9,4,8,5,6,6,4,8,3,1,1,140
86250.lin,closed,7,5,8,9,4,8,5,6,6,4,8,3,1,1,140
86250.lin,open,8,8,5,5,7,3,10,3,9,3,7,4,2,0,-130
86250.lin,closed,8,8,5,5,7,3,10,3,9,3,7,4,2,0,-130
86250.lin,open,9,8,4,3,9,7,6,5,8,7,6,3,0,1,-100
86250.lin,closed,9,8,4,3,9,7,6,5,8,7,6,3,0,1,-100
86250.lin,open,10,5,8,9,3,6,7,5,7,6,7,3,1,1,140
86250.lin,closed,10,5,8,9,3,6,7,5,7,6,7,3,1,1,140
86250.lin,open,11,6,6,8,4,8,4,11,2,10,2,3,4,1,430
86250.lin,closed,11,6,6,8,4,8,4,11,2,10,2,3,4,1,430
86250.lin,open,12,4,8,9,4,10,3,5,8,6,5,4,2,1,130
86250.lin,closed,12,4,8,9,4,10,3,5,8,6,5,4,2,1,130
86251.lin,open,1,11,2,12,1,10,3,7,6,8,2,6,1,1,980
86251.lin,closed,1,11,2,12,1,10,3,7,6,8,2,6,1,1,980
86251.lin,open,2,6,7,9,3,9,3,7,5,7,5,3,1,1,140
86251.lin,closed,2,6,7,9,3,9,3,7,5,7,5,3,1,1,140
86251.lin,open,3,9,3,2,9,2,10,7,5,5,4,4,0,1,-100
86251.lin,closed,3,9,3,2,9,2,10,7,5,5,4,4,0,1,-100
86251.lin,open,4,5,8,3,9,3,10,5,8,4,8,1,1,0,-140
86251.lin,closed,4,5,8,3,9,3,10,5,8,4,8,1,1,0,-140
86251.lin,open,5,6,5,9,4,4,9,3,9,4,9,4,1,1,-200
86251.lin,closed,5,6,5,9,4,4,9,3,9,4,9,4,1,1,-200
86251.lin,open,6,3,10,7,6,3,10,8,5,6,7,5,3,1,-500
86251.lin,closed,6,3,10,7,6,3,10,8,5,6,7,5,3,1,-500
86251.lin,open,7,5,8,9,4,8,5,6,6,4,8,3,1,1,140
86251.lin,closed,7,5,8,9,4,8,5,6,6,4,8,3,1,1,140
86251.lin,open,8,8,5,5,7,3,10,3,9,3,7,4,2,0,-130
86251.lin,closed,8,8,5,5,7,3,10,3,9,3,7,4,2,0,-130
86251.lin,open,9,8,4,3,9,7,6,5,8,7,6,3,0,1,-100
86251.lin,closed,9,8,4,3,9,7,6,5,8,7,6,3,0,1,-100
86251.lin,open,10,5,8,9,3,6,7,5,7,6,7,3,1,1,140
86251.lin,closed,10,5,8,9,3,6,7,5,7,6,7,3,1,1,140
86251.lin,open,11,6,6,8,4,8,4,11,2,10,2,3,4,1,430
86251.lin,closed,11,6,6,8,4,8,4,11,2,10,2,3,4,1,430
86251.lin,open,12,4,8,9,4,10,3,5,8,6,5,4,2,1,130
86251.lin,closed,12,4,8,9,4,10,3,5,8,6,5,4,2,1,130
86253.lin,open,13,9,4,6,6,9,4,10,3,9,4,3,4,1,600
86253.lin,closed,13,9,4,6,6,9,4,10,3,9,4,3,4,1,600
86253.lin,open,14,10,3,11,2,8,4,12,1,11,2,6,3,1,920
86253.lin,closed,14,10,3,11,2,8,4,12,1,11,2,6,3,1,920
86253.lin,open,15,7,6,8,4,6,7,8,5,9,4,4,2,0,500
86253.lin,closed,15,7,6,8,4,6,7,8,5,9,4,4,2,0,500
86253.lin,open,16,5,8,5,6,1,11,1,11,1,9,3,4,0,-600
86253.lin,closed,16,5,8,5,6,1,11,1,11,1,9,3,4,0,-600
86253.lin,open,17,4,8,5,8,7,5,10,2,5,5,4,3,1,130
86253.lin,closed,17,4,8,5,8,7,5,10,2,5,5,4,3,1,130
86253.lin,open,18,4,8,5,8,9,3,10,3,9,3,4,0,0,300
86253.lin,closed,18,4,8,5,8,9,3,10,3,9,3,4,0,0,300
86253.lin,open,19,7,5,9,4,11,2,7,5,9,2,3,4,1,400
86253.lin,closed,19,7,5,9,4,11,2,7,5,9,2,3,4,1,400
86253.lin,open,20,3,10,2,11,7,6,8,5,2,10,4,1,0,-650
86253.lin,closed,20,3,10,2,11,7,6,8,5,2,10,4,1,0,-650
86253.lin,open,21,6,7,4,9,2,10,4,8,2,11,3,4,0,-460
86253.lin,closed,21,6,7,4,9,2,10,4,8,2,11,3,4,0,-460
86253.lin,open,22,11,1,4,5,10,1,3,10,7,2,5,0,1,450
86253.lin,closed,22,11,1,4,5,10,1,3,10,7,2,5,0,1,450
86253.lin,open,23,7,5,5,7,3,10,9,3,9,4,4,2,0,-130
86253.lin,closed,23,7,5,5,7,3,10,9,3,9,4,4,2,0,-130
86253.lin,open,24,7,6,9,3,5,8,9,4,9,4,4,2,0,300
86253.lin,closed,24,7,6,9,3,5,8,9,4,9,4,4,2,0,300
86254.lin,open,1,4,9,3,9,8,5,8,5,5,8,3,0,0,-140
86254.lin,closed,1,4,9,3,9,8,5,8,5,5,8,3,0,0,-140
86254.lin,open,2,10,3,11,2,11,2,7,5,8,2,4,1,1,650
86254.lin,closed,2,10,3,11,2,11,2,7,5,8,2,4,1,1,650
86254.lin,open,3,8,5,6,7,7,6,8,5,7,5,1,0,1,110
86254.lin,closed,3,8,5,6,7,7,6,8,5,7,5,1,0,1,110
86254.lin,open,4,6,7,4,8,10,3,7,6,8,4,3,2,1,130
86254.lin,closed,4,6,7,4,8,10,3,7,6,8,4,3,2,1,130
86254.lin,open,5,5,8,10,0,10,2,5,5,10,2,5,0,0,500
86254.lin,closed,5,5,8,10,0,10,2,5,5,10,2,5,0,0,500
86254.lin,open,6,2,9,5,7,3,7,5,8,3,9,3,4,0,-630
86254.lin,closed,6,2,9,5,7,3,7,5,8,3,9,3,4,0,-630
86254.lin,open,7,4,9,6,7,2,11,4,9,2,10,3,4,0,-630
86254.lin,closed,7,4,9,6,7,2,11,4,9,2,10,3,4,0,-630
86254.lin,open,8,10,2,7,4,11,1,7,6,9,3,4,0,1,420
86254.lin,closed,8,10,2,7,4,11,1,7,6,9,3,4,0,1,420
86254.lin,open,9,6,5,4,8,7,5,2,11,3,10,4,4,0,-630
86254.lin,closed,9,6,5,4,8,7,5,2,11,3,10,4,4,0,-630
86254.lin,open,10,10,3,9,4,7,5,11,2,9,2,4,0,1,620
86254.lin,closed,10,10,3,9,4,7,5,11,2,9,2,4,0,1,620
86254.lin,open,11,1,11,0,12,4,9,0,12,0,12,6,4,0,-990
86254.lin,closed,11,1,11,0,12,4,9,0,12,0,12,6,4,0,-990
86254.lin,open,12,6,6,5,8,3,10,3,10,4,7,1,2,0,-130
86254.lin,closed,12,6,6,5,8,3,10,3,10,4,7,1,2,0,-130
86255.lin,open,1,4,9,3,9,8,5,8,5,5,8,3,0,0,-140
86255.lin,closed,1,4,9,3,9,8,5,8,5,5,8,3,0,0,-140
86255.lin,open,2,10,3,11,2,11,2,7,5,8,2,4,1,1,650
86255.lin,closed,2,10,3,11,2,11,2,7,5,8,2,4,1,1,650
86255.lin,closed,3,8,5,6,7,7,6,8,5,7,5,1,0,1,110
86255.lin,open,4,6,7,4,8,10,3,7,6,8,4,3,2,1,130
86255.lin,closed,4,6,7,4,8,10,3,7,6,8,4,3,2,1,130
86255.lin,open,5,5,8,10,0,10,2,5,5,10,2,5,0,0,500
86255.lin,closed,5,5,8,10,0,10,2,5,5,10,2,5,0,0,500
86255.lin,open,6,2,9,5,7,3,7,5,8,3,9,3,4,0,-630
86255.lin,closed,6,2,9,5,7,3,7,5,8,3,9,3,4,0,-630
86255.lin,open,7,4,9,6,7,2,11,4,9,2,10,3,4,0,-630
86255.lin,closed,7,4,9,6,7,2,11,4,9,2,10,3,4,0,-630
86255.lin,open,8,10,2,7,4,11,1,7,6,9,3,4,0,1,420
86255.lin,closed,8,10,2,7,4,11,1,7,6,9,3,4,0,1,420
86255.lin,open,9,6,5,4,8,7,5,2,11,3,10,4,4,0,-630
86255.lin,closed,9,6,5,4,8,7,5,2,11,3,10,4,4,0,-630
86255.lin,open,10,10,3,9,4,7,5,11,2,9,2,4,0,1,620
86255.lin,closed,10,10,3,9,4,7,5,11,2,9,2,4,0,1,620
86255.lin,open,11,1,11,0,12,4,9,0,12,0,12,6,4,0,-990
86255.lin,closed,11,1,11,0,12,4,9,0,12,0,12,6,4,0,-990
86255.lin,open,12,6,6,5,8,3,10,3,10,4,7,1,2,0,-130
86255.lin,closed,12,6,6,5,8,3,10,3,10,4,7,1,2,0,-130
86258.lin,open,13,0,12,9,4,3,10,5,7,1,12,7,1,1,-1100
86258.lin,closed,13,0,12,9,4,3,10,5,7,1,12,7,1,1,-1100
86258.lin,open,14,8,5,6,7,7,6,10,3,8,4,3,3,1,130
86258.lin,closed,14,8,5,6,7,7,6,10,3,8,4,3,3,1,130
86258.lin,open,15,7,5,8,4,6,6,5,8,6,7,2,4,0,100
86258.lin,closed,15,7,5,8,4,6,6,5,8,6,7,2,4,0,100
86258.lin,open,16,6,6,5,8,5,7,8,5,6,6,3,3,1,-100
86258.lin,closed,16,6,6,5,8,5,7,8,5,6,6,3,3,1,-100
86258.lin,open,17,8,5,2,11,8,5,2,11,2,11,4,4,0,-460
86258.lin,closed,17,8,5,2,11,8,5,2,11,2,11,4,4,0,-460
86258.lin,open,18,6,6,5,8,10,3,8,5,6,6,4,2,1,130
86258.lin,closed,18,6,6,5,8,10,3,8,5,6,6,4,2,1,130
86258.lin,open,19,6,6,11,2,11,2,5,8,11,2,3,4,1,460
86258.lin,closed,19,6,6,11,2,11,2,5,8,11,2,3,4,1,460
86258.lin,open,20,5,8,6,6,2,10,2,11,5,7,5,3,0,-600
86258.lin,closed,20,5,8,6,6,2,10,2,11,5,7,5,3,0,-600
86258.lin,open,21,8,4,5,8,8,5,4,8,6,7,2,4,0,100
86258.lin,closed,21,8,4,5,8,8,5,4,8,6,7,2,4,0,100
86258.lin,open,22,8,4,10,3,3,10,2,11,4,4,5,1,1,-100
86258.lin,closed,22,8,4,10,3,3,10,2,11,4,4,5,1,1,-100
86258.lin,open,23,3,9,3,10,7,5,2,11,5,7,4,1,0,-620
86258.lin,closed,23,3,9,3,10,7,5,2,11,5,7,4,1,0,-620
86258.lin,open,24,7,5,2,9,2,10,6,6,2,9,3,4,0,-400
86258.lin,closed,24,7,5,2,9,2,10,6,6,2,9,3,4,0,-400
86259.lin,closed,1,7,6,6,6,7,6,8,5,6,6,1,3,1,90
86259.lin,open,2,7,6,5,8,7,6,8,5,6,6,2,1,0,-110
86259.lin,closed,2,7,6,5,8,7,6,8,5,6,6,2,1,0,-110
86259.lin,open,3,6,5,7,6,7,6,4,8,5,5,3,3,0,-110
86259.lin,closed,3,6,5,7,6,7,6,4,8,5,5,3,3,0,-110
86259.lin,open,4,5,8,10,2,2,11,2,11,3,4,5,1,1,-200
86259.lin,closed,4,5,8,10,2,2,11,2,11,3,4,5,1,1,-200
86259.lin,open,5,6,7,6,7,2,11,2,10,3,10,3,4,0,-430
86259.lin,closed,5,6,7,6,7,2,11,2,10,3,10,3,4,0,-430
86259.lin,open,6,8,5,12,0,11,2,13,0,13,0,7,4,1,1520
86259.lin,closed,6,8,5,12,0,11,2,13,0,13,0,7,4,1,1520
86259.lin,open,7,11,2,11,1,10,2,10,3,10,3,4,0,1,650
86259.lin,closed,7,11,2,11,1,10,2,10,3,10,3,4,0,1,650
86259.lin,open,8,7,4,7,6,7,6,3,9,8,5,3,4,1,-100
86259.lin,closed,8,7,4,7,6,7,6,3,9,8,5,3,4,1,-100
86259.lin,open,9,6,5,7,5,5,8,9,4,6,7,3,3,1,110
86259.lin,closed,9,6,5,7,5,5,8,9,4,6,7,3,3,1,110
86259.lin,open,10,5,7,8,4,6,7,8,4,7,4,3,1,1,140
86259.lin,closed,10,5,7,8,4,6,7,8,4,7,4,3,1,1,140
86259.lin,open,11,2,10,6,7,3,10,6,7,4,8,4,0,0,-420
86259.lin,closed,11,2,10,6,7,3,10,6,7,4,8,4,0,0,-420
86259.lin,open,12,8,5,10,3,6,7,5,8,6,6,5,3,0,500
86259.lin,closed,12,8,5,10,3,6,7,5,8,6,6,5,3,0,500
86260.lin,open,1,7,6,6,6,7,6,8,5,6,6,1,3,1,90
86260.lin,open,2,7,6,5,8,7,6,8,5,6,6,2,1,0,-110
86260.lin,open,3,6,5,7,6,7,6,4,8,5,5,3,3,0,-110
86260.lin,closed,3,6,5,7,6,7,6,4,8,5,5,3,3,0,-110
86260.lin,open,4,5,8,10,2,2,11,2,11,3,4,5,1,1,-200
86260.lin,closed,4,5,8,10,2,2,11,2,11,3,4,5,1,1,-200
86260.lin,open,5,6,7,6,7,2,11,2,10,3,10,3,4,0,-430
86260.lin,closed,5,6,7,6,7,2,11,2,10,3,10,3,4,0,-430
86260.lin,open,6,8,5,12,0,11,2,13,0,13,0,7,4,1,1520
86260.lin,closed,6,8,5,12,0,11,2,13,0,13,0,7,4,1,1520
86260.lin,open,7,11,2,11,1,10,2,10,3,10,3,4,0,1,650
86260.lin,closed,7,11,2,11,1,10,2,10,3,10,3,4,0,1,650
